Gmt time,Open,High,Low,Close,Volume
31.12.2017 22:00:00.000,1.20075,1.20075,1.20075,1.20075,0
01.01.2018 22:00:00.000,1.20143,1.20813,1.20044,1.20590,198843.00019999998
02.01.2018 22:00:00.000,1.20590,1.20664,1.20015,1.20146,202783.8714
03.01.2018 22:00:00.000,1.20146,1.20890,1.20046,1.20685,210052.71980000005
04.01.2018 22:00:00.000,1.20684,1.20833,1.20209,1.20314,199758.32799999995
05.01.2018 22:00:00.000,1.20314,1.20314,1.20314,1.20314,0
06.01.2018 22:00:00.000,1.20314,1.20314,1.20314,1.20314,0
07.01.2018 22:00:00.000,1.20297,1.20525,1.19561,1.19679,192051.28029999998
08.01.2018 22:00:00.000,1.19680,1.19757,1.19158,1.19372,217120.67059999998
09.01.2018 22:00:00.000,1.19374,1.20181,1.19234,1.19479,263172.8187
10.01.2018 22:00:00.000,1.19475,1.20591,1.19294,1.20322,249176.07900000006
11.01.2018 22:00:00.000,1.20325,1.22186,1.20312,1.22051,288025.8606
12.01.2018 22:00:00.000,1.22051,1.22051,1.22051,1.22051,0
13.01.2018 22:00:00.000,1.22051,1.22051,1.22051,1.22051,0
14.01.2018 22:00:00.000,1.21962,1.22968,1.21879,1.22638,235460.9003
15.01.2018 22:00:00.000,1.22643,1.22831,1.21954,1.22606,264771.9128
16.01.2018 22:00:00.000,1.22606,1.23233,1.21775,1.21868,292549.20869999996
17.01.2018 22:00:00.000,1.21868,1.22650,1.21656,1.22394,261062.99850000002
18.01.2018 22:00:00.000,1.22393,1.22956,1.22150,1.22174,258754.03040000002
19.01.2018 22:00:00.000,1.22174,1.22174,1.22174,1.22174,0
20.01.2018 22:00:00.000,1.22174,1.22174,1.22174,1.22174,0
21.01.2018 22:00:00.000,1.22708,1.22739,1.22142,1.22626,233191.27889999998
22.01.2018 22:00:00.000,1.22626,1.23063,1.22231,1.22989,264623.7301
23.01.2018 22:00:00.000,1.22989,1.24151,1.22925,1.24087,304541.0391
24.01.2018 22:00:00.000,1.24087,1.25375,1.23643,1.23978,370795.30859999993
25.01.2018 22:00:00.000,1.23979,1.24938,1.23709,1.24315,333587.64759999997
26.01.2018 22:00:00.000,1.24315,1.24315,1.24315,1.24315,0
27.01.2018 22:00:00.000,1.24315,1.24315,1.24315,1.24315,0
28.01.2018 22:00:00.000,1.24291,1.24326,1.23369,1.23826,295482.9368
29.01.2018 22:00:00.000,1.23831,1.24541,1.23352,1.24030,307183.77979999996
30.01.2018 22:00:00.000,1.24029,1.24750,1.23874,1.24139,316425.27290000004
31.01.2018 22:00:00.000,1.24139,1.25233,1.23856,1.25101,311891.56120000005
01.02.2018 22:00:00.000,1.25118,1.25183,1.24094,1.24608,307013.20279999997
02.02.2018 22:00:00.000,1.24608,1.24608,1.24608,1.24608,0
03.02.2018 22:00:00.000,1.24608,1.24608,1.24608,1.24608,0
04.02.2018 22:00:00.000,1.24391,1.24751,1.23630,1.23672,317842.69180000003
05.02.2018 22:00:00.000,1.23673,1.24348,1.23141,1.23774,399482.7416
06.02.2018 22:00:00.000,1.23777,1.24059,1.22460,1.22648,308918.74840000004
07.02.2018 22:00:00.000,1.22653,1.22951,1.22124,1.22474,346491.3683000001
08.02.2018 22:00:00.000,1.22475,1.22875,1.22058,1.22535,339834.8084
09.02.2018 22:00:00.000,1.22535,1.22535,1.22535,1.22535,0
10.02.2018 22:00:00.000,1.22535,1.22535,1.22535,1.22535,0
11.02.2018 22:00:00.000,1.22501,1.22972,1.22353,1.22920,246065.01990000004
12.02.2018 22:00:00.000,1.22918,1.23713,1.22847,1.23530,259920.3909
13.02.2018 22:00:00.000,1.23529,1.24653,1.22763,1.24516,308741.05189999996
14.02.2018 22:00:00.000,1.24522,1.25105,1.24483,1.25063,300206.6293
15.02.2018 22:00:00.000,1.25063,1.25556,1.23935,1.24123,294433.75969999994
16.02.2018 22:00:00.000,1.24123,1.24123,1.24123,1.24123,0
17.02.2018 22:00:00.000,1.24123,1.24123,1.24123,1.24123,0
18.02.2018 22:00:00.000,1.24035,1.24352,1.23693,1.24082,194345.0212
19.02.2018 22:00:00.000,1.24085,1.24128,1.23201,1.23377,262838.9899
20.02.2018 22:00:00.000,1.23378,1.23602,1.22813,1.22836,296851.02170000004
21.02.2018 22:00:00.000,1.22833,1.23523,1.22598,1.23309,406715.2336
22.02.2018 22:00:00.000,1.23312,1.23377,1.22800,1.22975,234965.4804
23.02.2018 22:00:00.000,1.22975,1.22975,1.22975,1.22975,0
24.02.2018 22:00:00.000,1.22975,1.22975,1.22975,1.22975,0
25.02.2018 22:00:00.000,1.22953,1.23552,1.22777,1.23177,239812.4908
26.02.2018 22:00:00.000,1.23180,1.23466,1.22217,1.22333,262639.37820000004
27.02.2018 22:00:00.000,1.22335,1.22413,1.21881,1.21944,345234.1810999999
28.02.2018 22:00:00.000,1.21942,1.22731,1.21548,1.22672,275839.38889999996
01.03.2018 22:00:00.000,1.22672,1.23361,1.22517,1.23203,269301.51680000004
02.03.2018 22:00:00.000,1.23203,1.23203,1.23203,1.23203,0
03.03.2018 22:00:00.000,1.23203,1.23203,1.23203,1.23203,0
04.03.2018 22:00:00.000,1.23296,1.23652,1.22691,1.23361,260564.04979999998
05.03.2018 22:00:00.000,1.23363,1.24202,1.23283,1.24044,246050.30810000005
06.03.2018 22:00:00.000,1.24042,1.24457,1.23850,1.24117,270716.46099999995
